0,693.330004752
1,689.951779063
2,754.427223535
3,754.427223535
4,754.427223535
5,697.240413803
6,691.298887395
7,691.298887395
8,691.298887395
9,724.23760116
10,834.757811194
11,834.757811194
12,834.757811194
13,780.272977399
14,767.396525856
15,767.396525856
16,767.396525856
17,732.96846281
18,726.667151662
19,726.667151662
20,726.667151662
21,720.679179537
22,708.145479043
23,708.145479043
24,708.145479043
25,772.385049509
26,768.341659629
27,768.341659629
28,768.341659629
29,879.612332325
30,826.552954313
31,826.552954313
32,826.552954313
33,808.018253149
34,792.477070288
35,792.477070288
36,792.477070288
37,764.884580954
38,757.846644566
39,757.846644566
40,757.846644566
