saving algorithm,857.2370288
0,954.2673516
1,990.111592
2,1009.613766
3,1043.870127
4,1020.996562
5,1046.030927
6,1072.412491
7,1053.445207
8,1141.63145
9,1143.716491
10,1192.350449
11,1215.466967
12,1210.889252
13,1224.083847
14,1197.830899
15,1232.782435
16,1224.776335
17,1239.854419
18,1293.293534
19,1338.301068
20,1329.770327
21,1307.435962
22,1329.191325
23,1324.852348
24,1310.050134
25,1278.783182
26,1276.616514
27,1288.680621
28,1283.444034
29,1285.453344
30,1316.67053
31,1326.204046
32,1325.966183
33,1316.882727
34,1278.40799
35,1299.712735
36,1296.579702
37,1321.01315
38,1314.488057
39,1311.216138
40,1330.965347
41,1326.520901
42,1323.312413
43,1331.668679
44,1336.891899
45,1360.86444
46,1349.749237
47,1367.058806
48,1369.486599
49,1383.266774
50,1373.458198
51,1366.273693
52,1360.403946
53,1418.635202
54,1384.239789
55,1385.393935
56,1377.442201
57,1309.607247
58,1327.172663
59,1301.547431
60,1372.030866
61,1329.432214
62,1341.105801
63,1389.096351
64,1368.471981
65,1378.430133
66,1362.902727
67,1337.989035
68,1349.086242
69,1349.106241
70,1365.746374
71,1356.416409
72,1356.838128
73,1333.574
74,1353.165022
75,1359.807896
76,1344.633456
77,1351.551429
78,1364.075535
79,1367.804681
80,1386.877858
81,1383.546315
82,1362.723802
83,1343.611726
84,1340.74418
85,1338.635386
86,1358.740929
87,1350.509979
88,1359.32126
89,1318.789434
90,1348.426873
91,1352.445459
92,1335.722634
93,1334.06887
94,1365.227563
95,1344.817614
96,1353.507749
97,1355.374086
98,1348.734859
99,1306.023903
saving algorithm,847.0223947
0,1050.680157
1,1184.168043
2,1261.566987
3,1307.403099
4,1311.200236
5,1349.474476
6,1375.027244
7,1375.395824
8,1405.809501
9,1386.981793
10,1385.594676
11,1364.255535
12,1349.143064
13,1376.913173
14,1348.852259
15,1346.642709
16,1393.186035
17,1382.166311
18,1394.833244
19,1393.940608
20,1373.421838
21,1367.383985
22,1373.165197
23,1375.981415
24,1410.648443
25,1405.934357
26,1387.408152
27,1394.434102
28,1401.987159
29,1397.987533
30,1383.713111
31,1380.904035
32,1355.731952
33,1367.059589
34,1373.68096
35,1394.017734
36,1381.091275
37,1367.066139
38,1344.02091
39,1364.519079
40,1371.467489
41,1344.143758
42,1360.743509
43,1354.049692
44,1346.771512
45,1356.648505
46,1342.300035
47,1349.175968
48,1387.641581
49,1376.762982
50,1352.054944
51,1357.020574
52,1379.206819
53,1342.393283
54,1404.128384
55,1396.677345
56,1416.09888
57,1377.627858
58,1379.694307
59,1379.346088
60,1421.187271
61,1449.85662
62,1444.280036
63,1410.494709
64,1435.168328
65,1423.517421
66,1441.423475
67,1465.97414
68,1438.966146
69,1416.580724
70,1414.280276
71,1447.648024
72,1425.962677
73,1425.959286
74,1431.031351
75,1407.763874
76,1453.40769
77,1452.848515
78,1466.679644
79,1408.422945
80,1451.113234
81,1451.228018
82,1452.377478
83,1451.237459
84,1438.859251
85,1469.984524
86,1458.93044
87,1448.747585
88,1448.965992
89,1432.648736
90,1424.263956
91,1404.818725
92,1436.960857
93,1439.15402
94,1403.912082
95,1395.379612
96,1413.77442
97,1401.210379
98,1399.410363
99,1397.014881
