0,414.491104935
1,407.358712418
2,406.014021517
3,406.014021517
4,406.014021517
5,405.048692585
6,404.443141309
7,404.443141309
8,404.443141309
9,400.928550441
10,399.926025671
11,399.926025671
12,399.926025671
13,397.097598546
14,397.097598546
15,397.097598546
16,397.097598546
17,397.097598546
18,397.097598546
19,397.097598546
20,397.097598546
21,414.590996493
22,405.482763354
23,405.482763354
24,405.482763354
25,404.708163973
26,574.419772695
27,574.419772695
28,574.419772695
29,700.745176344
30,700.745176344
31,700.745176344
32,700.745176344
33,700.745176344
34,700.745176344
35,700.745176344
36,700.745176344
37,700.745176344
38,700.745176344
39,700.745176344
40,700.745176344
